Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/7478        rclcpp::experimental::buffers::TypedIntraProcessBuffer<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<sensor_msgs::msg::PointCloud2_<std::allocator<void> > >, std::default_delete<sensor_msgs::msg::PointCloud2_<std::allocator<void> > >, std::unique_ptr<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::default_delete<sensor_msgs::msg::PointCloud2_<std::allocator<void> > > > >::~TypedIntraProcessBuffer() [59]
                0.00    0.00       1/7478        rclcpp::wait_set_policies::DynamicStorage::storage_add_waitable(std::shared_ptr<rclcpp::Waitable>&&, std::shared_ptr<void>&&) [56]
                0.00    0.00       1/7478        void rclcpp::PublisherBase::add_event_handler<rclcpp::Publisher<sensor_msgs::msg::Image_<std::allocator<void> >, std::allocator<void> >::Publisher(rclcpp::node_interfaces::NodeBaseInterface*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&, rclcpp::PublisherOptionsWithAllocator<std::allocator<void> > const&)::{lambda(rmw_qos_incompatible_event_status_s&)#1}>(rclcpp::Publisher<sensor_msgs::msg::Image_<std::allocator<void> >, std::allocator<void> >::Publisher(rclcpp::node_interfaces::NodeBaseInterface*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&, rclcpp::PublisherOptionsWithAllocator<std::allocator<void> > const&)::{lambda(rmw_qos_incompatible_event_status_s&)#1} const&, rcl_publisher_event_type_e) [60]
                0.00    0.00       1/7478        void rclcpp::PublisherBase::add_event_handler<rclcpp::Publisher<visualization_msgs::msg::MarkerArray_<std::allocator<void> >, std::allocator<void> >::Publisher(rclcpp::node_interfaces::NodeBaseInterface*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&, rclcpp::PublisherOptionsWithAllocator<std::allocator<void> > const&)::{lambda(rmw_qos_incompatible_event_status_s&)#1}>(rclcpp::Publisher<visualization_msgs::msg::MarkerArray_<std::allocator<void> >, std::allocator<void> >::Publisher(rclcpp::node_interfaces::NodeBaseInterface*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&, rclcpp::PublisherOptionsWithAllocator<std::allocator<void> > const&)::{lambda(rmw_qos_incompatible_event_status_s&)#1} const&, rcl_publisher_event_type_e) [61]
                0.00    0.00       1/7478        void rclcpp::SubscriptionBase::add_event_handler<rclcpp::Subscription<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<void>, sensor_msgs::msg::PointCloud2_<std::allocator<void> >, sensor_msgs::msg::PointCloud2_<std::allocator<void> >, rclcpp::message_memory_strategy::MessageMemoryStrategy<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<void> > >::Subscription(rclcpp::node_interfaces::NodeBaseInterface*, rosidl_message_type_support_t const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&, rclcpp::AnySubscriptionCallback<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<void> >, rclcpp::SubscriptionOptionsWithAllocator<std::allocator<void> > const&, std::shared_ptr<rclcpp::message_memory_strategy::MessageMemoryStrategy<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<void> > >, std::shared_ptr<rclcpp::topic_statistics::SubscriptionTopicStatistics<sensor_msgs::msg::PointCloud2_<std::allocator<void> > > >)::{lambda(rmw_qos_incompatible_event_status_s&)#1}>(rclcpp::Subscription<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<void>, sensor_msgs::msg::PointCloud2_<std::allocator<void> >, sensor_msgs::msg::PointCloud2_<std::allocator<void> >, rclcpp::message_memory_strategy::MessageMemoryStrategy<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<void> > >::Subscription(rclcpp::node_interfaces::NodeBaseInterface*, rosidl_message_type_support_t const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&, rclcpp::AnySubscriptionCallback<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<void> >, rclcpp::SubscriptionOptionsWithAllocator<std::allocator<void> > const&, std::shared_ptr<rclcpp::message_memory_strategy::MessageMemoryStrategy<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<void> > >, std::shared_ptr<rclcpp::topic_statistics::SubscriptionTopicStatistics<sensor_msgs::msg::PointCloud2_<std::allocator<void> > > >)::{lambda(rmw_qos_incompatible_event_status_s&)#1} const&, rcl_subscription_event_type_e) [62]
                0.00    0.00       1/7478        rclcpp::experimental::buffers::IntraProcessBuffer<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<sensor_msgs::msg::PointCloud2_<std::allocator<void> > >, std::default_delete<sensor_msgs::msg::PointCloud2_<std::allocator<void> > > >::UniquePtr rclcpp::experimental::create_intra_process_buffer<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<sensor_msgs::msg::PointCloud2_<std::allocator<void> > >, std::default_delete<sensor_msgs::msg::PointCloud2_<std::allocator<void> > > >(rclcpp::IntraProcessBufferType, rclcpp::QoS const&, std::shared_ptr<std::allocator<sensor_msgs::msg::PointCloud2_<std::allocator<void> > > >) [58]
                0.00    0.00       2/7478        std::_Function_handler<std::shared_ptr<rclcpp::SubscriptionBase> (rclcpp::node_interfaces::NodeBaseInterface*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&), rclcpp::create_subscription_factory<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, processing::Processor::Processor()::{lambda(sensor_msgs::msg::PointCloud2_<std::allocator<void> > const&)#1}, std::allocator<void>, rclcpp::Subscription<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<void>, sensor_msgs::msg::PointCloud2_<std::allocator<void> >, sensor_msgs::msg::PointCloud2_<std::allocator<void> >, rclcpp::message_memory_strategy::MessageMemoryStrategy<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<void> > >, rclcpp::message_memory_strategy::MessageMemoryStrategy<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<void> >, sensor_msgs::msg::PointCloud2_<std::allocator<void> > >(processing::Processor::Processor()::{lambda(sensor_msgs::msg::PointCloud2_<std::allocator<void> > const&)#1}&&, rclcpp::SubscriptionOptionsWithAllocator<std::allocator<void> > const&, rclcpp::message_memory_strategy::MessageMemoryStrategy<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<void> >::SharedPtr, std::shared_ptr<rclcpp::topic_statistics::SubscriptionTopicStatistics<sensor_msgs::msg::PointCloud2_<std::allocator<void> > > >)::{lambda(rclcpp::node_interfaces::NodeBaseInterface*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&)#1}>::_M_invoke(std::_Any_data const&, rclcpp::node_interfaces::NodeBaseInterface*&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&) [38]
                0.00    0.00       2/7478        rclcpp::wait_set_policies::DynamicStorage::DynamicStorage<std::array<std::shared_ptr<rclcpp::GuardCondition>, 0ul> >(std::vector<rclcpp::wait_set_policies::DynamicStorage::SubscriptionEntry, std::allocator<rclcpp::wait_set_policies::DynamicStorage::SubscriptionEntry> > const&, std::vector<std::shared_ptr<rclcpp::GuardCondition>, std::allocator<std::shared_ptr<rclcpp::GuardCondition> > > const&, std::array<std::shared_ptr<rclcpp::GuardCondition>, 0ul> const&, std::vector<std::shared_ptr<rclcpp::TimerBase>, std::allocator<std::shared_ptr<rclcpp::TimerBase> > > const&, std::vector<std::shared_ptr<rclcpp::ClientBase>, std::allocator<std::shared_ptr<rclcpp::ClientBase> > > const&, std::vector<std::shared_ptr<rclcpp::ServiceBase>, std::allocator<std::shared_ptr<rclcpp::ServiceBase> > > const&, std::vector<rclcpp::wait_set_policies::DynamicStorage::WaitableEntry, std::allocator<rclcpp::wait_set_policies::DynamicStorage::WaitableEntry> > const&, std::shared_ptr<rclcpp::Context>) [55]
                0.00    0.00       4/7478        rclcpp::SubscriptionOptionsWithAllocator<std::allocator<void> >::~SubscriptionOptionsWithAllocator() [51]
                0.00    0.00       4/7478        std::shared_ptr<rclcpp::Publisher<sensor_msgs::msg::Image_<std::allocator<void> >, std::allocator<void> > > rclcpp::detail::create_publisher<sensor_msgs::msg::Image_<std::allocator<void> >, std::allocator<void>, rclcpp::Publisher<sensor_msgs::msg::Image_<std::allocator<void> >, std::allocator<void> >, rclcpp::Node, rclcpp::Node>(rclcpp::Node&, rclcpp::Node&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&, rclcpp::PublisherOptionsWithAllocator<std::allocator<void> > const&) [46]
                0.00    0.00       4/7478        std::shared_ptr<rclcpp::Publisher<visualization_msgs::msg::MarkerArray_<std::allocator<void> >, std::allocator<void> > > rclcpp::detail::create_publisher<visualization_msgs::msg::MarkerArray_<std::allocator<void> >, std::allocator<void>, rclcpp::Publisher<visualization_msgs::msg::MarkerArray_<std::allocator<void> >, std::allocator<void> >, rclcpp::Node, rclcpp::Node>(rclcpp::Node&, rclcpp::Node&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&, rclcpp::PublisherOptionsWithAllocator<std::allocator<void> > const&) [47]
                0.00    0.00       4/7478        void rclcpp::PublisherBase::add_event_handler<rclcpp::Publisher<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<void> >::Publisher(rclcpp::node_interfaces::NodeBaseInterface*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&, rclcpp::PublisherOptionsWithAllocator<std::allocator<void> > const&)::{lambda(rmw_qos_incompatible_event_status_s&)#1}>(rclcpp::Publisher<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<void> >::Publisher(rclcpp::node_interfaces::NodeBaseInterface*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&, rclcpp::PublisherOptionsWithAllocator<std::allocator<void> > const&)::{lambda(rmw_qos_incompatible_event_status_s&)#1} const&, rcl_publisher_event_type_e) [48]
                0.00    0.00       4/7478        std::_Function_handler<std::shared_ptr<rclcpp::PublisherBase> (rclcpp::node_interfaces::NodeBaseInterface*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&), rclcpp::create_publisher_factory<sensor_msgs::msg::Image_<std::allocator<void> >, std::allocator<void>, rclcpp::Publisher<sensor_msgs::msg::Image_<std::allocator<void> >, std::allocator<void> > >(rclcpp::PublisherOptionsWithAllocator<std::allocator<void> > const&)::{lambda(rclcpp::node_interfaces::NodeBaseInterface*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&)#1}>::_M_invoke(std::_Any_data const&, rclcpp::node_interfaces::NodeBaseInterface*&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&) [41]
                0.00    0.00       4/7478        std::_Function_handler<std::shared_ptr<rclcpp::PublisherBase> (rclcpp::node_interfaces::NodeBaseInterface*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&), rclcpp::create_publisher_factory<visualization_msgs::msg::MarkerArray_<std::allocator<void> >, std::allocator<void>, rclcpp::Publisher<visualization_msgs::msg::MarkerArray_<std::allocator<void> >, std::allocator<void> > >(rclcpp::PublisherOptionsWithAllocator<std::allocator<void> > const&)::{lambda(rclcpp::node_interfaces::NodeBaseInterface*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&)#1}>::_M_invoke(std::_Any_data const&, rclcpp::node_interfaces::NodeBaseInterface*&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&) [42]
                0.00    0.00       4/7478        rclcpp::Publisher<visualization_msgs::msg::MarkerArray_<std::allocator<void> >, std::allocator<void> >::post_init_setup(rclcpp::node_interfaces::NodeBaseInterface*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&, rclcpp::PublisherOptionsWithAllocator<std::allocator<void> > const&) [53]
                0.00    0.00       4/7478        rclcpp::Publisher<sensor_msgs::msg::Image_<std::allocator<void> >, std::allocator<void> >::post_init_setup(rclcpp::node_interfaces::NodeBaseInterface*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&, rclcpp::PublisherOptionsWithAllocator<std::allocator<void> > const&) [52]
                0.00    0.00       6/7478        processing::Processor::Processor() [20]
                0.00    0.00       6/7478        rclcpp::experimental::SubscriptionIntraProcess<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<sensor_msgs::msg::PointCloud2_<std::allocator<void> > >, std::default_delete<sensor_msgs::msg::PointCloud2_<std::allocator<void> > >, sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<void> >::SubscriptionIntraProcess(rclcpp::AnySubscriptionCallback<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<void> >, std::shared_ptr<std::allocator<void> >, std::shared_ptr<rclcpp::Context>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&, rclcpp::IntraProcessBufferType) [45]
                0.00    0.00       7/7478        rclcpp::WaitSetTemplate<rclcpp::wait_set_policies::SequentialSynchronization, rclcpp::wait_set_policies::DynamicStorage>::add_subscription(std::shared_ptr<rclcpp::SubscriptionBase>, rclcpp::SubscriptionWaitSetMask)::{lambda(std::shared_ptr<rclcpp::SubscriptionBase>&&, rclcpp::SubscriptionWaitSetMask const&)#1}::operator()(std::shared_ptr<rclcpp::SubscriptionBase>&&, rclcpp::SubscriptionWaitSetMask const&) const [44]
                0.00    0.00       9/7478        rclcpp::Subscription<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<void>, sensor_msgs::msg::PointCloud2_<std::allocator<void> >, sensor_msgs::msg::PointCloud2_<std::allocator<void> >, rclcpp::message_memory_strategy::MessageMemoryStrategy<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<void> > >::Subscription(rclcpp::node_interfaces::NodeBaseInterface*, rosidl_message_type_support_t const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rclcpp::QoS const&, rclcpp::AnySubscriptionCallback<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<void> >, rclcpp::SubscriptionOptionsWithAllocator<std::allocator<void> > const&, std::shared_ptr<rclcpp::message_memory_strategy::MessageMemoryStrategy<sensor_msgs::msg::PointCloud2_<std::allocator<void> >, std::allocator<void> > >, std::shared_ptr<rclcpp::topic_statistics::SubscriptionTopicStatistics<sensor_msgs::msg::PointCloud2_<std::allocator<void> > > >) [39]
